fecha,linea,afluencia_total,afluencia_promedio
2018-08-08,Línea A,331106,33110.6
2013-07-05,Línea A,245911,24591.1
2013-07-26,Línea 7,301757,21554.071428571428
2013-07-24,Línea A,265852,26585.2
2019-10-08,Línea 8,331477,17446.157894736843
2017-03-22,Línea 6,168615,15328.636363636364
2019-05-15,Línea 9,297055,24754.583333333332
2018-10-27,Línea 2,765187,33269.0
2018-10-22,Línea 11,24689,24689.0
2013-05-15,Línea 8,384629,21368.277777777777
2016-05-04,Línea 1,790566,39528.3
2016-05-05,Línea 6,128987,12898.7
2016-05-06,Línea B,496661,23650.52380952381
2017-12-16,Línea 2,851350,35472.916666666664
2017-12-16,Línea 7,238506,17036.14285714286
2017-12-09,Línea 1,718661,35933.05
2017-08-31,Línea B,381407,18162.238095238095
2017-08-03,Línea 2,854130,35588.75
2017-08-04,Línea 4,84158,9350.888888888889
2016-10-09,Línea B,249120,13111.578947368422
2016-10-10,Línea A,304318,30431.8
2016-10-29,Línea 3,667568,31788.95238095238
2013-10-16,Línea 3,835181,39770.52380952381
2013-01-27,Línea 9,165687,13807.25
2016-12-27,Línea 2,624181,27138.304347826088
2018-08-31,Línea 7,355391,25385.071428571428
2018-08-10,Línea 7,374875,26776.785714285714
2018-08-27,Línea 6,149150,13559.09090909091
2013-07-22,Línea B,454234,21630.190476190477
2013-07-19,Línea 5,232788,19399.0
2013-07-07,Línea 2,449997,18749.875
2013-07-17,Línea 9,370620,33692.72727272727
2013-07-12,Línea A,255212,25521.2
2019-10-18,Línea 8,428211,22537.42105263158
2019-10-18,Línea A,264677,26467.7
2017-03-02,Línea 8,430037,22633.526315789473
2017-03-22,Línea 7,340541,26195.46153846154
2017-03-26,Línea 2,401738,18260.81818181818
2017-03-05,Línea 12,159177,7958.85
2018-10-11,Línea 5,287800,22138.46153846154
2018-10-09,Línea 5,283535,21810.384615384617
2018-10-21,Línea 6,72829,7282.9
2013-08-09,Línea 4,91904,9190.4
2013-08-01,Línea 9,402191,33515.916666666664
2016-08-24,Línea 8,405286,21330.842105263157
2016-08-23,Línea 2,841965,35081.875
2016-08-04,Línea B,391619,19580.95
2013-05-18,Línea B,431019,21550.95
2016-05-12,Línea 3,748848,35659.42857142857
2016-05-12,Línea 5,261188,21765.666666666668
2016-05-10,Línea 8,351474,18498.63157894737
2016-05-24,Línea A,285654,28565.4
2016-10-10,Línea 4,80298,8922.0
2016-10-18,Línea 7,299767,23059.0
2019-08-21,Línea 1,669885,35257.10526315789
2019-08-21,Línea A,269794,26979.4
2019-08-03,Línea 5,234314,21301.272727272728
2013-10-16,Línea 6,202038,16836.5
2013-01-08,Línea 3,729101,33140.954545454544
2018-08-31,Línea 1,787594,39379.7
2018-08-12,Línea 4,48305,4830.5
2018-08-17,Línea 6,160189,14562.636363636364
2018-08-25,Línea 4,86796,8679.6
2013-07-06,Línea 5,190832,14679.384615384615
2013-07-04,Línea 2,858898,35787.416666666664
2013-07-26,Línea 8,331589,17452.052631578947
2013-07-16,Línea B,450877,21470.333333333332
2019-10-19,Línea 8,373706,19668.736842105263
2017-03-08,Línea 3,775370,36922.380952380954
2017-03-31,Línea 3,806385,38399.28571428572
2019-05-22,Línea 7,341107,24364.785714285714
2019-05-19,Línea 5,120553,10046.083333333334
2018-10-20,Línea 12,306459,15322.95
2018-10-08,Línea 5,270248,20788.30769230769
2013-08-03,Línea 1,623828,34657.11111111111
2013-08-20,Línea 5,259460,19958.46153846154
2016-08-05,Línea 2,852567,35523.625
2016-08-28,Línea 8,226030,11896.315789473685
2016-08-19,Línea 4,98017,9801.7
2016-05-23,Línea 9,296799,29679.9
2017-12-13,Línea 7,323720,24901.53846153846
2017-12-08,Línea 9,374154,31179.5
2017-08-07,Línea 8,339150,18841.666666666668
2017-08-13,Línea 1,430439,23913.277777777777
2017-08-18,Línea 3,742962,35379.142857142855
2017-08-12,Línea 3,545948,25997.52380952381
2017-08-07,Línea 4,72900,8100.0
2016-10-12,Línea 1,713357,37545.10526315789
2016-10-31,Línea 2,764844,33254.086956521736
2019-08-02,Línea 3,736297,35061.76190476191
2019-08-01,Línea B,393928,18758.47619047619
2019-08-31,Línea 7,202732,15594.76923076923
2013-10-05,Línea 7,210590,15042.142857142857
2013-10-19,Línea 5,216850,16680.76923076923
2013-01-18,Línea 5,203880,16990.0
2019-05-23,Línea 1,683697,34184.85
2016-12-14,Línea 9,344400,31309.090909090908
2016-12-29,Línea 7,243663,17404.5
2016-12-20,Línea 3,617993,29428.238095238095
2018-08-11,Línea 8,339853,17887.0
2013-07-16,Línea 6,139176,12652.363636363636
2013-07-19,Línea B,455854,21707.333333333332
2019-10-14,Línea 6,147409,14740.9
2019-10-30,Línea 6,168127,15284.272727272728
2019-10-11,Línea 8,215827,11990.388888888889
2017-03-21,Línea 9,349117,29093.083333333332
2017-03-09,Línea 9,378900,31575.0
2017-03-15,Línea 5,279007,21462.076923076922
2019-05-22,Línea 3,691632,34581.6
2018-10-30,Línea 7,367620,26258.571428571428
2013-08-31,Línea 8,378610,19926.842105263157
2016-08-02,Línea 6,144919,13174.454545454546
2016-08-30,Línea 1,655644,36424.666666666664
2016-08-31,Línea 2,861788,35907.833333333336
2013-05-14,Línea 3,788148,37530.857142857145
2016-05-13,Línea 6,155036,14094.181818181818
2016-05-18,Línea A,301293,30129.3
2017-12-13,Línea 2,858242,37314.86956521739
2017-12-06,Línea 4,101864,10186.4
2016-10-31,Línea B,456345,21730.714285714286
2019-08-03,Línea 9,311722,25976.833333333332
2013-10-12,Línea 7,219312,15665.142857142857
2013-10-03,Línea 6,175675,15970.454545454546
2013-01-14,Línea 9,341984,28498.666666666668
2013-01-26,Línea 1,670394,33519.7
2013-08-05,Línea A,281048,28104.8
2017-12-24,Línea 12,144515,7225.75
2016-12-27,Línea 7,214711,16516.23076923077
2016-12-05,Línea 1,802789,40139.45
2018-08-12,Línea 2,439833,18326.375
2018-08-21,Línea B,406349,21386.78947368421
2018-08-22,Línea 6,164005,14909.545454545454
2018-08-29,Línea 3,738535,35168.333333333336
2018-08-27,Línea 7,322669,23047.785714285714
2018-08-04,Línea A,225941,25104.555555555555
2017-03-11,Línea 8,329261,18292.277777777777
2019-05-19,Línea 4,40292,4476.888888888889
2019-05-05,Línea 4,48830,4883.0
2018-10-27,Línea B,450869,21469.95238095238
2018-10-16,Línea 5,281347,21642.076923076922
2018-10-28,Línea 12,185679,9283.95
2016-08-09,Línea 12,336030,17685.78947368421
2016-08-23,Línea 6,172943,14411.916666666666
2016-08-20,Línea 9,245063,22278.454545454544
2016-08-31,Línea 4,83996,9332.888888888889
2013-05-01,Línea 9,222594,20235.81818181818
2013-05-17,Línea 4,88373,8837.3
2016-05-11,Línea 12,322077,16103.85
2017-12-20,Línea 7,332102,23721.571428571428
2017-12-25,Línea 8,122213,6432.263157894737
2017-08-11,Línea 4,87794,9754.888888888889
2019-08-04,Línea 1,724900,36245.0
2019-08-20,Línea B,439173,21958.65
2013-10-05,Línea 8,347074,19281.88888888889
2013-01-08,Línea B,410388,20519.4
2019-05-21,Línea 1,686556,34327.8
2016-12-28,Línea 1,698493,34924.65
2016-12-29,Línea 8,296036,17413.882352941175
2016-12-21,Línea 4,100720,10072.0
2016-12-24,Línea A,221587,22158.7
2016-12-16,Línea 7,361563,25825.928571428572
2013-07-24,Línea 7,327335,23381.071428571428
2013-07-25,Línea 1,695010,36579.47368421053
2013-07-20,Línea 9,275618,22968.166666666668
2013-07-25,Línea 6,139009,12637.181818181818
2019-10-22,Línea 3,739614,35219.71428571428
2017-03-21,Línea 8,397292,20910.105263157893
2017-03-12,Línea 1,427827,22517.21052631579
2017-03-05,Línea 5,150201,11553.923076923076
2017-03-30,Línea 4,87110,9678.888888888889
2019-05-19,Línea 2,406281,16928.375
2019-05-28,Línea 6,156385,14216.818181818182
2013-08-09,Línea B,511226,24344.095238095237
2013-05-01,Línea 5,159774,12290.307692307691
2013-05-05,Línea 3,358315,17915.75
2013-05-24,Línea B,448597,22429.85
2013-05-19,Línea 12,111746,5881.368421052632
2016-05-04,Línea 6,170472,15497.454545454546
2016-05-02,Línea 4,86813,8681.3
2016-05-11,Línea A,292939,29293.9
2017-08-28,Línea 3,687388,32732.761904761905
2017-08-06,Línea 2,473341,19722.541666666668
2016-10-18,Línea B,415995,19809.285714285714
2016-10-19,Línea 12,309965,17220.277777777777
2019-08-18,Línea 7,124365,8883.214285714286
2019-08-17,Línea 2,767628,33375.13043478261
2019-08-20,Línea 8,425964,22419.157894736843
2013-10-05,Línea 1,680320,35806.31578947369
2013-10-05,Línea 3,704526,33548.857142857145
2013-01-07,Línea 8,376404,19810.736842105263
2013-01-20,Línea 1,463141,23157.05
2016-12-01,Línea 5,281152,21627.076923076922
2016-12-27,Línea 5,226980,17460.0
2018-08-23,Línea 8,373856,21991.529411764706
2013-07-03,Línea 1,782595,39129.75
2013-07-22,Línea 5,243810,18754.615384615383
2019-10-02,Línea 5,131082,10083.23076923077
2019-10-22,Línea 1,715269,35763.45
2017-03-06,Línea 3,725405,34543.09523809524
2017-03-13,Línea 9,322559,26879.916666666668
2019-05-21,Línea 5,255852,19680.923076923078
2019-05-03,Línea B,434626,20696.47619047619
2018-10-10,Línea 12,438278,21913.9
2013-08-20,Línea A,278705,30967.222222222223
2016-08-18,Línea 9,372268,31022.333333333332
2013-05-27,Línea 5,250055,19235.0
2016-05-12,Línea 2,869215,36217.291666666664
2016-05-09,Línea 4,92424,9242.4
2017-12-30,Línea B,385390,18351.904761904763
2017-12-06,Línea 6,177088,16098.90909090909
2017-08-03,Línea 6,144764,13160.363636363636
2017-08-14,Línea 12,383509,19175.45
2016-10-26,Línea 5,258119,19855.30769230769
2016-10-22,Línea 4,91258,9125.8
2019-08-08,Línea 12,428514,21425.7
2019-08-29,Línea B,474591,22599.571428571428
2019-08-24,Línea 4,80943,8094.3
2019-08-03,Línea 6,164681,14971.0
2019-08-21,Línea 3,738900,35185.71428571428
2013-10-18,Línea 1,766475,42581.944444444445
2013-01-06,Línea 5,120074,10915.818181818182
2013-01-29,Línea 7,306859,23604.53846153846
2013-01-28,Línea 8,397604,20926.526315789473
2013-01-13,Línea 2,468026,19501.083333333332
2013-08-01,Línea 4,85591,8559.1
2016-12-19,Línea 8,378981,21054.5
2016-12-08,Línea 1,787685,39384.25
2013-07-12,Línea 2,888660,37027.5
2013-07-23,Línea 9,355961,29663.416666666668
2019-10-07,Línea 8,377789,20988.277777777777
2017-03-21,Línea 2,786521,32771.708333333336
2017-03-03,Línea B,499564,23788.761904761905
2019-05-05,Línea 8,185471,10303.944444444445
2019-05-08,Línea 3,668406,31828.85714285714
2019-05-13,Línea 5,223749,18645.75
2018-10-03,Línea B,473472,22546.285714285714
2013-08-12,Línea 6,158706,14427.818181818182
2013-08-23,Línea 5,272522,20963.23076923077
2013-08-14,Línea 11,15522,15522.0
2016-08-29,Línea 9,346823,28901.916666666668
2013-05-22,Línea 9,410218,34184.833333333336
2013-05-16,Línea 5,264981,20383.153846153848
2013-05-31,Línea 4,91117,9111.7
2016-05-03,Línea 5,260502,20038.615384615383
2017-12-31,Línea 8,166526,8764.526315789473
2017-12-02,Línea A,291765,29176.5
2017-08-27,Línea 7,144899,10349.92857142857
2017-08-09,Línea A,308696,30869.6
2016-10-10,Línea 9,340180,30925.454545454544
2016-10-29,Línea 1,809916,40495.8
2019-08-15,Línea B,495289,23585.190476190477
2019-08-24,Línea 5,194078,14929.076923076924
2013-01-08,Línea A,273255,27325.5
2013-01-11,Línea 9,365090,30424.166666666668
2019-05-07,Línea 1,689816,34490.8
2013-01-30,Línea 3,806948,38426.09523809524
2016-12-09,Línea 3,800532,38120.57142857143
2018-08-05,Línea B,271108,12909.904761904761
2018-08-19,Línea 1,477081,23854.05
2013-07-10,Línea 2,861234,35884.75
2013-07-14,Línea B,308446,14687.904761904761
2013-07-06,Línea 7,195896,13992.57142857143
2017-03-08,Línea 1,699061,34953.05
2017-03-07,Línea 9,326362,32636.2
2017-03-01,Línea 9,387722,29824.76923076923
2019-05-28,Línea A,241044,24104.4
2018-10-06,Línea 5,225971,17382.384615384617
2018-10-30,Línea 5,278152,21396.30769230769
2018-10-25,Línea 12,435709,21785.45
2018-10-06,Línea 7,250679,17905.64285714286
2013-08-11,Línea B,286187,15899.277777777777
2013-08-21,Línea 3,822510,39167.142857142855
2016-08-15,Línea A,323448,32344.8
2016-08-04,Línea 4,89721,8972.1
2016-08-22,Línea 4,58763,6529.222222222223
2016-08-01,Línea 9,337312,28109.333333333332
2013-05-27,Línea 12,264476,13223.8
2013-05-13,Línea 7,297072,21219.428571428572
2013-05-21,Línea 4,85968,8596.8
2013-05-23,Línea 8,363941,20218.944444444445
2017-12-20,Línea 2,920440,38351.666666666664
2017-12-19,Línea 9,338867,30806.090909090908
2017-12-10,Línea 11,42230,42230.0
2017-08-12,Línea B,402131,21164.78947368421
2017-08-14,Línea B,462489,22023.285714285714
2017-08-22,Línea 12,369848,19465.684210526317
2017-08-30,Línea 8,361979,20109.944444444445
2017-08-23,Línea 8,394423,20759.105263157893
2017-08-20,Línea 8,202750,10671.052631578947
2017-08-16,Línea A,344773,34477.3
2016-10-22,Línea 12,255656,13455.578947368422
2016-10-17,Línea 7,339883,22658.866666666665
2016-10-28,Línea A,352172,35217.2
2019-08-09,Línea 1,458905,22945.25
2013-10-07,Línea 2,758326,36110.76190476191
2013-01-12,Línea 7,200559,14325.642857142857
2016-12-23,Línea 12,365584,18279.2
2016-12-24,Línea 8,287181,15114.78947368421
2018-08-18,Línea 3,513840,24468.571428571428
2013-07-18,Línea 3,640286,32014.3
2019-10-09,Línea 8,399001,21000.052631578947
2019-10-16,Línea 6,166624,15147.636363636364
2019-10-26,Línea 3,526054,26302.7
2019-05-03,Línea 5,262017,20155.153846153848
2018-10-06,Línea 12,299194,15747.052631578947
2018-10-08,Línea 4,86656,8665.6
2018-10-02,Línea 9,347901,28991.75
2013-08-12,Línea 12,269546,14186.631578947368
2013-08-15,Línea 12,318833,16780.684210526317
2016-08-23,Línea B,453740,21606.666666666668
2013-05-14,Línea B,455435,23970.263157894737
2013-05-30,Línea 4,76574,8508.222222222223
2016-05-22,Línea 9,181960,15163.333333333334
2016-05-06,Línea 1,813310,40665.5
2017-12-29,Línea 3,545491,25975.761904761905
2017-08-27,Línea 8,213805,11252.894736842105
2016-10-24,Línea 12,336623,17717.0
2016-10-21,Línea 4,99191,9919.1
2013-10-08,Línea 4,98165,9816.5
2019-05-23,Línea 5,238746,18365.076923076922
2019-08-10,Línea 7,385684,25712.266666666666
2016-12-29,Línea 4,76883,7688.3
2016-12-07,Línea 9,396983,33081.916666666664
2018-08-07,Línea 8,296829,16490.5
2013-07-26,Línea 4,83366,8336.6
2013-07-05,Línea B,469872,22374.85714285714
2013-07-14,Línea 4,48674,4867.4
2019-10-17,Línea 2,785590,32732.916666666668
2019-10-13,Línea B,269137,13456.85
2019-10-11,Línea 9,155538,12961.5
2017-03-29,Línea 3,768129,38406.45
2017-03-05,Línea B,264001,12571.47619047619
2017-03-27,Línea 9,310216,28201.454545454544
2017-03-17,Línea 5,281662,21666.30769230769
2017-03-11,Línea 6,115886,10535.09090909091
2019-05-25,Línea 7,254344,18167.428571428572
2013-08-12,Línea 7,308355,22025.35714285714
2016-08-05,Línea 6,138704,13870.4
2013-05-10,Línea A,244654,24465.4
2016-05-18,Línea 4,90120,9012.0
2017-12-25,Línea B,180988,9525.684210526315
2017-12-08,Línea B,490792,23371.04761904762
2017-08-01,Línea B,405322,20266.1
2017-08-09,Línea 12,370919,19522.052631578947
2016-10-02,Línea 7,140386,10027.57142857143
2019-08-21,Línea 7,362018,25858.428571428572
2013-10-07,Línea A,283264,28326.4
2013-01-24,Línea 5,242656,18665.846153846152
2013-01-11,Línea 1,783506,39175.3
2013-08-27,Línea 3,844094,40194.95238095238
2016-12-08,Línea B,487327,23206.04761904762
2016-12-25,Línea 4,34648,3464.8
2018-08-04,Línea 5,240606,18508.153846153848
2013-07-05,Línea 12,282940,14147.0
2013-07-20,Línea 7,206174,14726.714285714286
2019-05-12,Línea B,457269,22863.45
2018-10-19,Línea 7,385637,27545.5
2018-10-18,Línea 12,436277,21813.85
2018-10-28,Línea 1,501646,25082.3
2018-10-14,Línea A,168865,16886.5
2018-10-23,Línea 4,96749,9674.9
2013-08-02,Línea 1,836631,41831.55
2013-05-24,Línea 6,162345,14758.636363636364
2016-05-12,Línea 7,309962,23843.23076923077
2016-05-13,Línea 4,94170,9417.0
2017-12-06,Línea 3,726718,36335.9
2017-12-03,Línea 4,68251,6825.1
2017-12-14,Línea 9,388196,32349.666666666668
2017-08-06,Línea B,263957,13197.85
2019-08-06,Línea 12,306667,15333.35
2019-08-25,Línea 3,354279,16870.428571428572
2013-01-02,Línea 6,108455,9859.545454545454
2016-12-30,Línea 3,553182,26342.0
2016-12-25,Línea 5,120685,9283.461538461539
2016-12-10,Línea 1,721549,36077.45
2016-12-17,Línea 9,303744,25312.0
2018-08-19,Línea 3,352462,16783.904761904763
2018-08-09,Línea B,480155,22864.52380952381
2018-08-21,Línea 6,162000,14727.272727272728
2013-07-27,Línea 5,217137,16702.846153846152
2013-07-22,Línea 9,316024,26335.333333333332
2013-07-23,Línea 1,776705,38835.25
2019-10-24,Línea 7,464003,33143.07142857143
2017-03-04,Línea 4,86744,8674.4
2019-05-02,Línea 3,715306,34062.19047619047
2019-05-02,Línea 4,84272,8427.2
2018-10-05,Línea 5,292607,22508.23076923077
2018-10-27,Línea 4,93340,10371.111111111111
2016-08-03,Línea 3,730224,34772.57142857143
2016-08-30,Línea 9,352755,29396.25
2016-08-30,Línea 5,272887,20991.30769230769
2013-05-14,Línea 6,161846,16184.6
2016-05-28,Línea 1,698229,36748.89473684211
2017-12-21,Línea 4,98910,9891.0
2017-12-15,Línea A,293720,29372.0
2017-12-11,Línea 4,109204,10920.4
2017-08-15,Línea 6,175313,15937.545454545454
2016-10-04,Línea 2,808495,33687.291666666664
2016-10-11,Línea 6,177650,16150.0
2016-10-17,Línea 8,391066,23003.882352941175
2019-08-20,Línea 6,133666,13366.6
2019-08-12,Línea 4,62488,6248.8
2013-10-26,Línea 12,235295,11764.75
2013-10-17,Línea B,493083,24654.15
2013-10-12,Línea 4,64579,7175.444444444444
2019-05-18,Línea 6,98016,9801.6
2016-12-28,Línea 6,125857,11441.545454545454
2018-08-25,Línea 6,115047,10458.818181818182
2018-08-06,Línea 6,132810,13281.0
2013-07-07,Línea 8,201549,10607.842105263158
2019-10-03,Línea 5,130167,10012.846153846154
2017-03-06,Línea 6,146057,14605.7
2018-10-11,Línea 2,889771,37073.791666666664
2018-10-10,Línea 9,355812,29651.0
2018-10-26,Línea 2,860098,37395.565217391304
2013-08-11,Línea 1,487071,25635.315789473683
2016-05-27,Línea 4,93010,9301.0
2017-12-31,Línea B,210560,10528.0
2017-08-03,Línea 4,89203,8920.3
2017-08-20,Línea A,179898,17989.8
2019-08-01,Línea 5,226825,17448.076923076922
2013-10-14,Línea 12,327844,16392.2
2013-01-15,Línea 6,159765,13313.75
2019-05-17,Línea 2,788054,32835.583333333336
2019-05-17,Línea 1,731380,36569.0
2016-12-04,Línea 12,178579,8928.95
2016-12-08,Línea 5,264747,20365.153846153848
2018-08-12,Línea 9,151540,12628.333333333334
2018-08-16,Línea 4,96019,9601.9
2013-07-25,Línea B,458692,21842.47619047619
2019-10-28,Línea 12,452082,22604.1
2017-03-01,Línea 7,361292,25806.571428571428
2017-03-10,Línea 5,269395,20722.69230769231
2017-03-03,Línea 2,890304,38708.86956521739
2017-03-10,Línea 4,101738,10173.8
2019-05-31,Línea 3,719944,34283.04761904762
2019-05-29,Línea 9,321968,26830.666666666668
2018-10-08,Línea A,309464,30946.4
2018-10-31,Línea 12,408361,20418.05
2013-08-22,Línea A,289372,28937.2
2013-08-31,Línea 9,284357,23696.416666666668
2016-08-13,Línea 3,577331,27491.95238095238
2013-05-28,Línea B,475695,22652.14285714286
2016-05-29,Línea 1,490882,24544.1
2016-05-19,Línea 1,774661,38733.05
2016-05-01,Línea 12,162513,8125.65
2017-12-15,Línea 3,734079,36703.95
2017-12-07,Línea 6,176945,16085.90909090909
2017-12-09,Línea 2,867623,36150.958333333336
2017-08-28,Línea 7,309298,22092.714285714286
2017-08-15,Línea 7,332200,23728.571428571428
2016-10-19,Línea B,430540,23918.88888888889
2016-10-01,Línea 8,404632,21296.42105263158
2016-10-20,Línea A,349214,34921.4
2016-10-12,Línea A,325921,32592.1
2013-10-02,Línea A,304272,30427.2
2013-10-25,Línea 7,312044,24003.384615384617
2013-01-14,Línea A,273692,27369.2
2013-01-25,Línea 1,783299,41226.26315789474
2013-01-21,Línea 5,241785,20148.75
2013-01-30,Línea 1,806511,40325.55
2016-12-05,Línea 5,265115,20393.46153846154
2018-08-06,Línea 3,687229,32725.190476190477
2018-08-03,Línea 4,92756,9275.6
2013-07-01,Línea 6,137913,12537.545454545454
2013-07-22,Línea 7,274472,21113.23076923077
2019-10-07,Línea 3,632164,30103.04761904762
2019-10-13,Línea 1,417532,21975.36842105263
2019-10-26,Línea 7,257269,18376.35714285714
2019-10-28,Línea A,260920,26092.0
2017-03-05,Línea 7,139057,9932.642857142857
2017-03-13,Línea 2,811426,33809.416666666664
2019-05-27,Línea B,419597,20979.85
2019-05-19,Línea B,238479,11923.95
2018-10-28,Línea B,302464,14403.047619047618
2013-08-28,Línea 8,386318,22724.58823529412
2013-08-30,Línea 3,861628,41029.90476190476
