fecha,linea,afluencia_total,afluencia_promedio
2022-03-01,Línea 5,161551,12427.0
2024-06-11,Línea 2,583021,27762.904761904763
2024-06-16,Línea 4,39403,3940.3
2022-01-09,Línea 1,269774,13488.7
2021-05-31,Línea 1,376261,18813.05
2021-05-02,Línea 9,87008,7250.666666666667
2012-08-31,Línea 5,226946,18912.166666666668
2012-08-09,Línea 5,225013,17308.69230769231
2023-07-08,Línea 3,397984,18951.619047619046
2023-07-05,Línea 7,228669,16333.5
2023-07-06,Línea 8,377909,20994.944444444445
2023-07-07,Línea 1,191274,23909.25
2023-07-05,Línea B,377751,17988.14285714286
2021-10-27,Línea 1,434117,21705.85
2021-07-27,Línea 7,162320,11594.285714285714
2021-07-03,Línea 1,400458,20022.9
2012-07-29,Línea 7,108946,7781.857142857143
2012-07-14,Línea 3,540287,25727.95238095238
2012-07-30,Línea 3,778451,37069.09523809524
2012-07-31,Línea 3,748516,35643.619047619046
2012-07-01,Línea 2,403541,16814.208333333332
2012-07-04,Línea 9,342542,28545.166666666668
2021-12-11,Línea 4,70608,7060.8
2021-12-23,Línea B,358770,17084.285714285714
2021-12-10,Línea 8,351170,18482.63157894737
2011-07-05,Línea 5,195199,15015.307692307691
2010-07-01,Línea 8,421189,23399.38888888889
2010-07-23,Línea B,426480,20308.571428571428
2010-07-05,Línea 5,231902,17838.615384615383
2026-02-28,Línea 12,264073,13898.578947368422
2026-02-16,Línea 9,275352,22946.0
2010-01-01,Línea 1,251474,12573.7
2010-01-20,Línea 8,392257,20645.105263157893
2010-01-29,Línea 3,766398,36495.142857142855
2010-01-31,Línea 5,127103,9777.153846153846
2023-11-05,Línea 3,264323,12586.809523809523
2023-11-04,Línea 7,176817,13601.307692307691
2023-11-09,Línea 7,299408,21386.285714285714
2023-11-11,Línea 5,143611,10257.92857142857
2023-11-13,Línea 9,288791,24065.916666666668
2020-04-18,Línea 2,180355,7514.791666666667
2020-04-29,Línea 3,196247,9345.095238095239
2020-04-12,Línea A,52506,5250.6
2020-04-18,Línea 5,65647,5049.7692307692305
2020-04-27,Línea 8,113759,7583.933333333333
2020-04-26,Línea 8,45519,4138.090909090909
2024-06-30,Línea 8,173457,10203.35294117647
2022-05-16,Línea 6,105665,9605.90909090909
2022-05-30,Línea 6,100317,10031.7
2022-01-09,Línea B,173980,8699.0
2022-01-09,Línea 7,68995,5307.307692307692
2012-08-12,Línea 2,397769,18080.409090909092
2012-08-21,Línea 2,894198,38878.17391304348
2012-08-27,Línea A,306476,30647.6
2023-07-07,Línea 7,237055,16932.5
2023-07-27,Línea 8,320760,17820.0
2023-07-12,Línea 9,289327,24110.583333333332
2021-07-28,Línea 8,209272,11626.222222222223
2012-07-02,Línea 2,949279,39553.291666666664
2021-12-30,Línea 8,298114,15690.21052631579
2026-02-07,Línea 6,79238,7203.454545454545
2026-02-15,Línea 12,174422,8721.1
2026-02-19,Línea A,249796,24979.6
2026-02-28,Línea B,310770,14798.57142857143
2026-02-05,Línea 8,354568,18661.473684210527
2023-11-03,Línea 3,424934,21246.7
2022-03-23,Línea 2,485723,21118.391304347828
2024-06-01,Línea 1,173558,17355.8
2024-06-04,Línea B,364676,17365.52380952381
2024-06-10,Línea 6,122296,11117.818181818182
2022-05-15,Línea 4,36142,4015.777777777778
2022-05-10,Línea 7,189095,13506.785714285714
2021-05-04,Línea 9,175322,14610.166666666666
2021-05-30,Línea 7,72036,5145.428571428572
2021-05-28,Línea 8,227303,12627.944444444445
2012-08-21,Línea 1,755652,39771.15789473684
2012-08-04,Línea 7,190199,14630.692307692309
2023-07-13,Línea 1,193878,24234.75
2021-10-06,Línea 2,402871,16786.291666666668
2021-10-04,Línea 5,146790,11291.538461538461
2021-07-24,Línea 6,60734,5521.272727272727
2021-12-19,Línea A,114966,11496.6
2021-12-05,Línea 5,74100,6736.363636363636
2011-07-25,Línea B,481698,24084.9
2011-07-26,Línea A,266754,26675.4
2010-07-20,Línea 1,740455,37022.75
2010-07-14,Línea 2,868661,36194.208333333336
2010-07-01,Línea 2,863122,35963.416666666664
2010-07-25,Línea 1,423782,21189.1
2010-07-19,Línea 4,75883,7588.3
2026-02-22,Línea B,196272,9346.285714285714
2010-01-16,Línea A,174083,17408.3
2010-01-15,Línea 4,68568,6856.8
2023-11-10,Línea 5,206415,15878.076923076924
2023-11-02,Línea B,224056,11202.8
2023-11-28,Línea 4,70462,7046.2
2020-04-24,Línea A,82111,11730.142857142857
2020-04-25,Línea 5,59436,7429.5
2020-04-02,Línea 9,138649,11554.083333333334
2020-04-25,Línea 9,79683,8853.666666666666
2022-03-21,Línea 6,41265,4126.5
2022-03-07,Línea 2,469116,19546.5
2022-03-12,Línea A,147495,16388.333333333332
2022-03-12,Línea 9,219370,18280.833333333332
2022-03-02,Línea 9,236184,19682.0
2022-03-07,Línea 5,165290,12714.615384615385
2024-06-09,Línea 4,41058,4105.8
2024-06-02,Línea 5,90499,6961.461538461538
2022-05-14,Línea 3,395780,17990.0
2022-05-04,Línea A,225230,22523.0
2022-01-02,Línea 4,32651,3265.1
2022-01-07,Línea 9,218108,18175.666666666668
2021-05-02,Línea 8,122461,6445.315789473684
2021-05-10,Línea 6,59781,5434.636363636364
2012-08-16,Línea B,515692,24556.761904761905
2012-08-25,Línea 2,856986,35707.75
2023-07-16,Línea 4,71247,6477.0
2023-07-11,Línea B,338549,16121.380952380952
2023-07-08,Línea 12,72143,8015.888888888889
2023-07-28,Línea 6,107643,9785.727272727272
2021-10-25,Línea A,183459,18345.9
2021-10-15,Línea 3,397242,19862.1
2021-10-02,Línea 2,370520,15438.333333333334
2021-10-26,Línea 5,147791,11368.538461538461
2021-07-25,Línea 8,145463,7655.9473684210525
2012-07-21,Línea 3,521682,26084.1
2012-07-17,Línea 1,768087,40425.63157894737
2021-12-14,Línea 4,62342,6234.2
2010-07-01,Línea 1,779833,41043.84210526316
2010-01-15,Línea 8,423915,22311.315789473683
2010-01-27,Línea 4,61546,6154.6
2020-04-26,Línea 4,17578,2511.1428571428573
2020-04-13,Línea 7,85799,6128.5
2022-03-07,Línea 6,96502,8772.90909090909
2022-03-01,Línea 9,242719,20226.583333333332
2022-03-05,Línea 6,78670,7151.818181818182
2022-03-29,Línea 6,118077,9839.75
2022-03-16,Línea 3,496799,23657.095238095237
2022-03-11,Línea 6,107889,9808.09090909091
2024-06-04,Línea A,210551,21055.1
2022-01-02,Línea 3,194047,9240.333333333334
2022-01-18,Línea 5,133977,10305.923076923076
2021-05-18,Línea B,219485,10451.666666666666
2012-08-17,Línea 1,775849,43102.72222222222
2012-08-13,Línea 9,377865,31488.75
2023-07-03,Línea 3,488920,23281.904761904763
2021-10-15,Línea 9,229341,19111.75
2021-07-24,Línea B,249438,11878.0
2021-07-30,Línea A,166005,16600.5
2012-07-09,Línea 7,310490,22177.85714285714
2021-12-17,Línea 3,442307,23279.315789473683
2012-07-04,Línea A,298949,29894.9
2011-07-13,Línea 7,282470,20176.428571428572
2011-07-09,Línea 2,768033,32001.375
2011-07-03,Línea 5,147572,10540.857142857143
2011-07-07,Línea 6,130844,11894.90909090909
2011-07-29,Línea 4,94196,9419.6
2010-07-14,Línea B,402636,21191.36842105263
2010-07-28,Línea 6,132343,12031.181818181818
2026-02-08,Línea 7,127926,8528.4
2010-01-17,Línea 9,140711,11725.916666666666
2023-11-11,Línea 6,80347,8034.7
2022-03-13,Línea B,189814,9490.7
2022-03-15,Línea 9,242668,20222.333333333332
2024-06-12,Línea B,374755,18737.75
2022-05-16,Línea 3,463404,23170.2
2022-05-24,Línea 7,225270,16090.714285714286
2022-01-05,Línea B,337658,16078.952380952382
2012-08-20,Línea 1,840505,42025.25
2012-08-15,Línea 5,223364,20305.81818181818
2023-07-14,Línea 3,506200,23009.090909090908
2023-07-23,Línea A,123147,12314.7
2023-07-30,Línea 6,61229,5566.272727272727
2023-07-04,Línea 9,281278,23439.833333333332
2021-10-24,Línea 7,76701,5478.642857142857
2021-07-30,Línea 9,207451,17287.583333333332
2021-07-01,Línea 8,233861,12992.277777777777
2021-07-17,Línea 7,133011,9500.785714285714
2012-07-08,Línea 3,335903,16795.15
2012-07-06,Línea 7,280450,21573.076923076922
2021-12-08,Línea 8,315305,18547.352941176472
2011-07-19,Línea 6,143385,13035.0
2011-07-17,Línea B,273245,14381.315789473685
2011-07-02,Línea 7,225546,16110.42857142857
2010-07-15,Línea 1,769945,38497.25
2010-07-27,Línea 5,222800,17138.46153846154
2026-02-18,Línea 4,74677,7467.7
2026-02-02,Línea B,213538,10676.9
2026-02-01,Línea 1,274263,13713.15
2023-11-08,Línea B,375617,17886.52380952381
2023-11-25,Línea 4,93425,8493.181818181818
2023-11-26,Línea B,249039,11859.0
2023-11-20,Línea 5,90389,7532.416666666667
2023-11-19,Línea 7,123422,8815.857142857143
2020-04-15,Línea 5,83994,6461.076923076923
2020-04-22,Línea B,150495,7166.428571428572
2020-04-14,Línea 8,138265,7277.105263157895
2022-03-08,Línea B,305511,15275.55
2024-06-09,Línea 7,106699,7621.357142857143
2022-05-09,Línea 2,432275,18794.565217391304
2022-05-14,Línea 6,79544,7231.272727272727
2022-01-31,Línea 6,60924,6092.4
2022-01-17,Línea A,143460,14346.0
2022-01-18,Línea 3,363720,17320.0
2022-01-23,Línea 3,192660,9174.285714285714
2021-05-03,Línea B,250176,11913.142857142857
2021-05-21,Línea 2,321525,13979.347826086956
2021-05-04,Línea B,231437,11020.809523809523
2012-08-11,Línea 7,134238,12203.454545454546
2012-08-17,Línea 2,1018328,42430.333333333336
2012-08-03,Línea 8,452312,23805.894736842107
2012-08-09,Línea 6,207812,17317.666666666668
2023-07-13,Línea 4,80386,8038.6
2023-07-12,Línea A,216328,21632.8
2023-07-17,Línea 8,357037,18791.42105263158
2021-10-30,Línea 8,269032,14946.222222222223
2012-07-06,Línea 8,432417,22758.78947368421
2012-07-18,Línea B,444806,22240.3
2021-12-09,Línea 5,167707,12900.538461538461
2011-07-30,Línea 3,614421,29258.14285714286
2011-07-11,Línea 6,170973,15543.0
2011-07-12,Línea 6,144357,13123.363636363636
2011-07-15,Línea 4,94863,9486.3
2010-07-22,Línea 9,318971,26580.916666666668
2026-02-18,Línea 6,128721,11701.90909090909
2026-02-03,Línea 1,492928,24646.4
2026-02-05,Línea 12,392414,19620.7
2010-01-14,Línea 7,242844,18680.30769230769
2010-01-21,Línea 2,787148,32797.833333333336
2010-01-08,Línea 2,899596,39112.86956521739
2010-01-13,Línea 3,699625,33315.47619047619
2020-04-12,Línea 1,108761,5724.263157894737
2020-04-27,Línea 12,123524,7266.117647058823
2022-03-15,Línea 2,501349,20889.541666666668
2024-06-04,Línea 9,239927,26658.555555555555
2024-06-11,Línea 9,242324,26924.88888888889
2024-06-21,Línea 1,182961,18296.1
2022-01-27,Línea 2,364732,16578.727272727272
2022-01-24,Línea 9,201428,16785.666666666668
2021-05-09,Línea 9,86695,7224.583333333333
2012-08-30,Línea B,489782,23322.95238095238
2012-08-24,Línea 9,362246,30187.166666666668
2023-07-17,Línea 5,158898,12222.923076923076
2023-07-09,Línea 7,91052,6503.714285714285
2012-07-23,Línea A,177430,35486.0
2012-07-10,Línea B,422731,21136.55
2012-07-03,Línea 7,307015,21929.64285714286
2021-12-27,Línea 2,379445,16497.608695652172
2021-12-18,Línea A,173854,17385.4
2011-07-17,Línea 3,373912,18695.6
2010-07-06,Línea 4,78455,7845.5
2026-02-25,Línea 4,74115,7411.5
2026-02-25,Línea 6,131251,11931.90909090909
2010-01-22,Línea 1,680587,35820.36842105263
2010-01-08,Línea B,414211,19724.333333333332
2020-04-23,Línea 1,192453,10129.105263157895
2022-03-11,Línea 7,209264,14947.42857142857
2024-06-04,Línea 12,341919,17095.95
2024-06-30,Línea A,108754,10875.4
2022-05-07,Línea 3,387289,18442.333333333332
2022-05-23,Línea B,354208,16867.04761904762
2022-01-16,Línea 5,72789,6065.75
2022-01-19,Línea 4,41014,4557.111111111111
2022-01-29,Línea 1,390125,20532.894736842107
2022-01-16,Línea 4,31799,3179.9
2022-01-15,Línea 7,103990,8665.833333333334
2021-05-14,Línea B,223102,11155.1
2021-05-27,Línea 8,233534,12291.263157894737
2021-05-01,Línea 6,41988,4665.333333333333
2021-10-22,Línea 8,298955,15734.473684210527
2021-10-14,Línea 9,214699,17891.583333333332
2021-10-01,Línea 6,86895,7899.545454545455
2021-07-25,Línea A,91684,9168.4
2021-07-27,Línea 4,45697,5077.444444444444
2021-07-19,Línea A,155920,17324.444444444445
2012-07-02,Línea 6,187904,17082.18181818182
2012-07-12,Línea 4,83397,8339.7
2012-07-16,Línea 1,850888,42544.4
2012-07-25,Línea 1,774361,38718.05
2012-07-14,Línea 2,800350,32014.0
2021-12-05,Línea 6,62567,5213.916666666667
2011-07-30,Línea 5,209332,16102.461538461539
2010-07-26,Línea 2,798981,33290.875
2026-02-28,Línea 7,164428,12648.307692307691
2010-01-23,Línea 6,84815,7710.454545454545
2023-11-01,Línea 3,451095,21480.714285714286
2020-04-07,Línea 6,46668,4242.545454545455
2024-06-23,Línea 3,245101,11671.47619047619
2022-05-30,Línea 4,62755,6275.5
2022-05-27,Línea 9,283342,23611.833333333332
2022-05-05,Línea 6,79806,7980.6
2022-01-25,Línea 6,76039,7603.9
2021-05-07,Línea 5,134281,10329.307692307691
2012-08-15,Línea 4,95809,9580.9
2023-07-26,Línea 9,234518,21319.81818181818
2021-07-11,Línea 1,269668,13483.4
2012-07-27,Línea 4,78456,8717.333333333334
2021-12-21,Línea 8,327578,18198.777777777777
2021-05-29,Línea 4,37637,4181.888888888889
2011-07-10,Línea 7,104473,7462.357142857143
2011-07-17,Línea 6,78057,7096.090909090909
2010-07-11,Línea 1,358380,18862.105263157893
2010-07-14,Línea 8,432261,24014.5
2026-02-26,Línea 1,475757,23787.85
2023-11-10,Línea 1,150601,15060.1
2022-03-04,Línea 7,212810,15200.714285714286
2022-03-27,Línea 9,113147,9428.916666666666
2022-03-31,Línea 5,197526,15194.307692307691
2024-06-07,Línea 8,370746,20597.0
2022-05-28,Línea 2,456771,19032.125
2022-01-27,Línea 7,162482,11605.857142857143
2022-01-29,Línea 4,46469,4646.9
2022-01-28,Línea 9,215549,17962.416666666668
2012-08-17,Línea 9,373142,31095.166666666668
2023-07-18,Línea 9,276958,23079.833333333332
2023-07-07,Línea 3,494953,23569.190476190477
2021-10-22,Línea 9,233484,19457.0
2021-07-13,Línea 4,33088,3676.4444444444443
2021-07-30,Línea 7,170889,12206.357142857143
2021-07-13,Línea 5,129541,9964.692307692309
2021-12-04,Línea 1,426450,23691.666666666668
2021-12-07,Línea 6,87906,8790.6
2021-12-23,Línea 7,179540,12824.285714285714
2021-12-19,Línea B,288778,13751.333333333334
2021-12-27,Línea 4,49211,4921.1
2011-07-21,Línea 3,612446,29164.095238095237
2011-07-06,Línea 9,294060,24505.0
2011-07-12,Línea B,401390,20069.5
2011-07-20,Línea 5,186287,14329.76923076923
2011-07-23,Línea 9,222916,20265.090909090908
2010-07-12,Línea A,167006,16700.6
2010-07-08,Línea 5,214679,16513.76923076923
2026-02-14,Línea B,339183,16959.15
2026-02-08,Línea 9,83501,8350.1
2010-01-01,Línea B,191834,9134.952380952382
2020-04-15,Línea 8,138748,7302.526315789473
2020-04-10,Línea A,54871,5487.1
2020-04-03,Línea 5,94974,7914.5
2022-03-24,Línea B,340534,16215.904761904761
2024-06-02,Línea 9,99357,11039.666666666666
2022-05-28,Línea B,316785,15085.0
2012-08-31,Línea A,303344,30334.4
2023-07-21,Línea 4,70342,7815.777777777777
2021-10-06,Línea 5,148432,11417.846153846154
2021-10-01,Línea A,187027,18702.7
2021-10-04,Línea 8,291008,15316.21052631579
2021-10-28,Línea 8,291192,16177.333333333334
2021-07-15,Línea 7,175013,12500.92857142857
2021-07-14,Línea 8,258328,13596.21052631579
2021-07-06,Línea 8,246758,12987.263157894737
2012-07-15,Línea 6,87428,7948.0
2012-07-21,Línea 1,703759,35187.95
2012-07-20,Línea 5,203898,15684.461538461539
2011-07-31,Línea 6,79565,7233.181818181818
2011-07-06,Línea 6,137029,12457.181818181818
2011-07-30,Línea 7,240130,18471.53846153846
2026-02-14,Línea 7,185399,14261.461538461539
2026-02-17,Línea 9,284292,23691.0
2020-04-26,Línea 9,48980,5442.222222222223
2020-04-18,Línea A,83211,9245.666666666666
2022-03-26,Línea B,300286,14299.333333333334
2022-03-07,Línea 1,440887,23204.57894736842
2022-05-16,Línea 1,482815,24140.75
2021-05-15,Línea 5,129833,9987.153846153846
2012-08-28,Línea 2,949108,39546.166666666664
2012-08-08,Línea 4,89216,8921.6
2023-07-10,Línea A,200976,20097.6
2021-10-24,Línea 2,239637,9984.875
2021-10-29,Línea 7,205342,14667.285714285714
2021-10-08,Línea 9,220887,18407.25
2021-12-21,Línea 6,86980,8698.0
2011-07-04,Línea 1,840699,42034.95
2010-07-24,Línea 7,157409,11243.5
2010-07-31,Línea 8,394022,20738.0
2010-07-31,Línea B,423407,20162.238095238095
2010-07-17,Línea 5,200388,15414.461538461539
2026-02-24,Línea B,332528,16626.4
2026-02-22,Línea 4,39191,3919.1
2026-02-20,Línea 3,588817,28038.904761904763
2010-01-31,Línea B,254446,12116.47619047619
2010-01-04,Línea 4,43195,6170.714285714285
2010-01-24,Línea 2,392381,17060.043478260868
2010-01-29,Línea 7,274640,19617.14285714286
2023-11-15,Línea 5,203383,15644.846153846154
2023-11-12,Línea 4,44294,4429.4
2022-03-15,Línea B,335177,15960.809523809523
2022-03-27,Línea B,210208,10009.904761904761
2024-06-02,Línea 1,107092,10709.2
2022-05-08,Línea 3,229083,11454.15
2022-01-10,Línea 5,135106,11258.833333333334
2021-05-15,Línea 9,148984,12415.333333333334
2021-05-19,Línea 2,316681,13195.041666666666
2012-08-05,Línea A,82288,16457.6
2012-08-17,Línea 8,466968,24577.263157894737
2023-07-22,Línea B,328111,15624.333333333334
2023-07-05,Línea 12,116895,12988.333333333334
2021-10-13,Línea 6,88804,8073.090909090909
2021-10-06,Línea 9,194407,17673.363636363636
2021-07-13,Línea B,226939,11346.95
2021-07-11,Línea A,94338,9433.8
2021-12-31,Línea A,144898,14489.8
2021-12-19,Línea 5,121061,9312.384615384615
2010-07-22,Línea 4,76304,7630.4
2010-07-08,Línea 3,691607,34580.35
2010-07-17,Línea 3,579197,27580.809523809523
2026-02-12,Línea 1,476161,25061.105263157893
2026-02-17,Línea 3,574512,28725.6
2026-02-22,Línea 12,160468,8023.4
2026-02-04,Línea 4,52106,5789.555555555556
2010-01-20,Línea 4,70837,7083.7
2010-01-07,Línea 6,105611,10561.1
2010-01-05,Línea A,221438,22143.8
2023-11-01,Línea 9,230663,20969.363636363636
2023-11-03,Línea 8,306417,17023.166666666668
2023-11-10,Línea 6,131550,13155.0
2020-04-14,Línea 9,108445,9037.083333333334
2020-04-14,Línea 3,205451,9783.380952380952
2020-04-17,Línea 9,89240,8112.727272727273
2020-04-05,Línea 9,53604,4467.0
2022-03-14,Línea 9,219696,18308.0
2024-06-17,Línea 4,70643,7064.3
2022-01-19,Línea 2,361711,15726.565217391304
2022-01-10,Línea 2,365472,16612.363636363636
2022-01-24,Línea 2,379876,15828.166666666666
2021-05-21,Línea B,227302,10823.904761904761
2012-08-07,Línea B,469254,22345.428571428572
2023-07-02,Línea B,257772,12274.857142857143
2023-07-03,Línea 4,73353,7335.3
2023-07-03,Línea 12,112451,12494.555555555555
2021-10-16,Línea 6,65199,5927.181818181818
2021-10-27,Línea 3,412165,20608.25
2021-07-29,Línea 6,75044,6822.181818181818
2021-12-28,Línea 5,149139,11472.23076923077
2021-12-16,Línea 1,482307,25384.57894736842
2011-07-29,Línea A,306717,30671.7
2011-07-29,Línea B,473463,23673.15
2010-07-03,Línea 5,205063,15774.076923076924
2010-07-28,Línea 3,708126,39340.333333333336
2010-01-10,Línea 6,45274,4115.818181818182
2023-11-20,Línea 8,227482,11972.736842105263
2020-04-08,Línea 3,208835,9944.52380952381
2020-04-12,Línea 4,13581,1358.1
2020-04-07,Línea 2,206897,8995.521739130434
2020-04-28,Línea 5,73831,9228.875
2020-04-14,Línea 1,224820,11241.0
2024-06-23,Línea 2,337211,14661.347826086956
2024-06-10,Línea 12,323796,17041.894736842107
2024-06-23,Línea 5,89286,7440.5
2024-06-15,Línea 4,69973,6997.3
2022-05-25,Línea 3,507375,24160.714285714286
2022-05-12,Línea 7,230174,16441.0
2022-01-17,Línea 2,368770,15365.416666666666
2022-01-11,Línea 9,211465,17622.083333333332
2012-08-20,Línea 2,985678,41069.916666666664
2012-08-19,Línea 7,104809,8062.2307692307695
2023-07-01,Línea 8,367686,19351.894736842107
2023-07-03,Línea B,353800,17690.0
2021-10-18,Línea B,284828,13563.238095238095
2021-10-20,Línea B,270764,13538.2
2021-10-02,Línea A,159747,17749.666666666668
2012-07-08,Línea 8,222205,13070.882352941177
2012-07-15,Línea 7,105638,7545.571428571428
2012-07-19,Línea 7,287459,20532.785714285714
2012-07-14,Línea 7,195669,13976.357142857143
2012-07-16,Línea 2,944514,39354.75
2021-12-16,Línea A,199157,19915.7
2021-12-11,Línea B,332219,16610.95
2010-07-17,Línea 8,352732,18564.842105263157
2026-02-14,Línea 2,543291,23621.347826086956
2026-02-19,Línea 1,479305,23965.25
2010-01-19,Línea 8,327755,18208.61111111111
2010-01-25,Línea 9,351372,29281.0
2023-11-03,Línea 4,67719,6771.9
2023-11-29,Línea 5,188021,14463.153846153846
2020-04-30,Línea 3,197669,9883.45
2020-04-05,Línea 12,77228,3861.4
2022-03-23,Línea 9,252875,21072.916666666668
2022-03-02,Línea 6,103137,9376.09090909091
2022-03-15,Línea 7,175701,14641.75
2022-03-15,Línea 1,438641,23086.36842105263
2022-05-16,Línea 2,494891,21517.0
2022-05-25,Línea B,359826,17134.571428571428
2022-05-22,Línea 4,32986,3665.1111111111113
2022-01-19,Línea B,247090,12354.5
2022-01-25,Línea 7,168275,12019.642857142857
2022-01-11,Línea 5,135880,11323.333333333334
2021-05-21,Línea 1,345041,17252.05
2021-05-12,Línea 6,71611,6510.090909090909
2021-05-21,Línea 5,135895,10453.461538461539
2012-08-10,Línea 3,741163,35293.47619047619
2023-07-28,Línea B,369882,17613.428571428572
2023-07-31,Línea 7,211772,16290.153846153846
2023-07-06,Línea 12,117591,13065.666666666666
2021-10-03,Línea 3,213381,10161.0
2021-10-25,Línea 4,56439,6271.0
2021-07-13,Línea 7,174890,12492.142857142857
2021-07-16,Línea 4,52779,5277.9
2021-07-17,Línea A,138703,15411.444444444445
2021-07-06,Línea 9,155781,14161.90909090909
2012-07-05,Línea 5,193044,16087.0
2012-07-28,Línea 9,255560,23232.727272727272
2012-07-12,Línea 8,421564,23420.222222222223
2012-07-19,Línea 4,101513,9228.454545454546
2010-07-10,Línea 3,487276,23203.619047619046
2010-07-05,Línea 6,112657,11265.7
2010-07-27,Línea 8,410208,21589.894736842107
2026-02-26,Línea 12,397234,19861.7
2026-02-07,Línea 7,165146,12703.538461538461
2023-11-03,Línea A,174100,17410.0
2023-11-04,Línea A,160093,16009.3
2020-04-02,Línea 6,66798,6072.545454545455
2020-04-24,Línea 9,95136,10570.666666666666
2022-03-20,Línea 5,97348,7488.307692307692
2024-06-09,Línea 6,50137,4557.909090909091
2024-06-19,Línea 5,175092,14591.0
2024-06-02,Línea 7,93963,7227.923076923077
2022-05-31,Línea 1,495294,23585.428571428572
2022-01-26,Línea 5,142632,10971.692307692309
2022-01-03,Línea 3,358346,17064.095238095237
2021-05-17,Línea 8,219997,11578.78947368421
2021-05-24,Línea 3,321585,16925.526315789473
2021-05-02,Línea 4,29731,2973.1
2012-08-23,Línea A,183891,36778.2
2023-07-08,Línea 7,143353,11027.153846153846
2023-07-14,Línea 7,231626,16544.714285714286
2021-10-07,Línea 9,221839,18486.583333333332
2021-07-29,Línea 7,168507,12036.214285714286
2021-12-19,Línea 1,369148,20508.222222222223
2021-12-25,Línea 3,163406,7781.238095238095
2021-12-03,Línea 4,61693,6169.3
2011-07-04,Línea 7,357462,25533.0
2011-07-29,Línea 7,339169,24226.35714285714
2011-07-20,Línea B,427827,20372.714285714286
2010-07-11,Línea 6,46705,4670.5
2010-07-18,Línea 9,141582,11798.5
2010-07-08,Línea 9,339164,30833.090909090908
2010-07-17,Línea 2,580762,26398.272727272728
2010-07-24,Línea 4,61239,6123.9
2010-01-28,Línea 2,866545,36106.041666666664
2023-11-21,Línea 2,597895,24912.291666666668
2023-11-20,Línea 12,100243,7160.214285714285
2020-04-03,Línea 1,254480,13393.684210526315
2020-04-06,Línea 3,209399,9971.380952380952
2022-03-20,Línea 6,45895,4172.272727272727
2022-05-20,Línea 3,511330,25566.5
2022-05-23,Línea 3,445311,22265.55
2022-05-20,Línea 8,355312,18700.63157894737
2022-05-10,Línea 4,56790,5679.0
2012-08-25,Línea 5,185834,14294.923076923076
2023-07-13,Línea A,215700,21570.0
2021-07-21,Línea 2,334991,14564.826086956522
2021-07-09,Línea 8,254587,13399.315789473685
2012-07-16,Línea 4,73235,8137.222222222223
2021-12-05,Línea 3,243583,11599.190476190477
2021-12-07,Línea 9,234285,19523.75
2011-07-06,Línea 2,873893,36412.208333333336
2011-07-25,Línea 6,173672,15788.363636363636
2011-07-25,Línea 9,338146,28178.833333333332
2010-07-26,Línea 8,338547,19914.529411764706
2010-07-16,Línea 7,277495,19821.071428571428
2010-01-10,Línea 5,119127,9927.25
2023-11-11,Línea A,180920,18092.0
2020-04-28,Línea 9,90772,11346.5
2020-04-17,Línea 4,30909,3090.9
2022-03-09,Línea 1,487914,24395.7
2022-03-29,Línea 5,194000,14923.076923076924
2022-03-25,Línea 5,154161,12846.75
2024-06-09,Línea B,209770,11040.526315789473
2022-05-17,Línea A,219684,21968.4
2022-05-18,Línea 7,217491,15535.07142857143
2022-01-26,Línea 8,272264,14329.684210526315
2012-08-01,Línea 5,218869,16836.076923076922
2012-08-10,Línea 8,439698,23142.0
2012-08-10,Línea 5,226938,17456.76923076923
2023-07-11,Línea 7,208868,16066.76923076923
2023-07-06,Línea 1,192196,24024.5
2021-10-10,Línea 4,28547,3171.8888888888887
2021-10-23,Línea B,284032,13525.333333333334
2021-07-11,Línea 2,213257,8530.28
2021-07-22,Línea 7,148760,11443.076923076924
2021-07-07,Línea A,162730,16273.0
2012-07-01,Línea 3,319030,15191.904761904761
2012-07-27,Línea 8,432979,22788.36842105263
2012-07-10,Línea 5,201400,15492.307692307691
2012-07-16,Línea A,185410,37082.0
2021-12-06,Línea 6,87673,7970.272727272727
2011-07-03,Línea 3,347086,16527.904761904763
2011-07-14,Línea 6,129017,12901.7
2010-07-08,Línea 2,803594,33483.083333333336
2026-02-06,Línea 1,467145,25952.5
2026-02-27,Línea 1,479770,25251.052631578947
2026-02-16,Línea 4,68897,7655.222222222223
2010-01-11,Línea 7,239981,17141.5
2023-11-24,Línea A,184127,20458.555555555555
2023-11-07,Línea 7,298425,21316.071428571428
2023-11-28,Línea 9,306126,25510.5
2020-04-01,Línea 4,49078,4907.8
2022-03-27,Línea 1,291892,14594.6
2022-03-17,Línea 9,261140,21761.666666666668
2022-03-21,Línea 9,118968,10815.272727272728
2022-03-20,Línea 8,182633,9612.263157894737
2022-03-09,Línea 4,67363,6736.3
2024-06-29,Línea 8,339934,18885.222222222223
2024-06-04,Línea 6,129362,11760.181818181818
2024-06-20,Línea 7,273268,19519.14285714286
2022-05-03,Línea 8,323768,17987.11111111111
2022-01-07,Línea 3,375993,17904.428571428572
2021-05-01,Línea 9,134228,11185.666666666666
2021-05-03,Línea 1,381444,19072.2
2021-05-13,Línea B,233079,11099.0
2021-05-25,Línea 2,302964,14426.857142857143
2021-05-17,Línea 4,37720,4191.111111111111
2023-07-05,Línea 4,80888,8088.8
2021-07-23,Línea 8,244638,12875.684210526315
